id,merchant_id,merchant_name,merchant_ciiu,amount_in_cents,created_date,payment_method_type,status
1005912,1041,Comercio_1041,G4741,219642,2025-03-07 15:44:19,,APPROVED
1005913,1046,Comercio_1046,G4761,29004,2025-03-06 04:35:00,PSE,APPROVED
1005914,1039,Comercio_1039,H4922,24320,2025-05-13 23:08:01,CARD,APPROVED
1005915,1004,Comercio_1004,G4711,65830,2025-07-18 05:54:43,NEQUI,DECLINED
1005916,1048,Comercio_1048,G4761,19871,2025-04-25 12:59:03,CASH,APPROVED
1005917,1047,Comercio_1047,G4761,27146,2025-07-17 06:37:05,PSE,APPROVED
1005918,1037,Comercio_1037,H4922,41970,2025-07-23 08:45:47,PSE,APPROVED
1005919,1002,Comercio_1002,G4711,20179,2025-02-22 05:58:40,,APPROVED
1005920,1044,Comercio_1044,G4741,77762,2025-07-25 10:54:12,CARD,APPROVED
1005921,1004,Comercio_1004,G4711,33083,2025-04-23 05:23:07,,APPROVED
1005922,1022,Comercio_1022,R9311,54281,2025-02-16 22:41:28,CARD,APPROVED
1005923,1032,Comercio_1032,G4791,289723,2025-05-01 15:09:49,,APPROVED
1005924,1006,Comercio_1006,I5610,55612,2025-04-21 10:03:43,NEQUI,APPROVED
1005925,1018,Comercio_1018,G4773,128853,2025-04-28 12:24:05,CASH,APPROVED
1005926,1043,Comercio_1043,G4741,51166,2025-04-30 05:30:21,BANCOLOMBIA,APPROVED
1005927,1019,Comercio_1019,G4773,32279,2025-07-12 04:30:48,CASH,APPROVED
1005928,1038,Comercio_1038,H4922,14207,2025-02-19 12:38:13,BANCOLOMBIA,APPROVED
1005929,1005,Comercio_1005,I5610,38000,2025-03-29 22:14:10,BANCOLOMBIA,APPROVED
1005930,1018,Comercio_1018,G4773,22388,2025-05-21 22:27:38,CARD,APPROVED
1005931,1048,Comercio_1048,G4761,49209,2025-05-08 09:09:17,PSE,APPROVED
1005932,1028,Comercio_1028,S9602,49936,2025-05-02 06:19:25,PSE,APPROVED
1005933,1024,Comercio_1024,R9311,90859,2025-03-04 03:18:47,CASH,APPROVED
1005934,1025,Comercio_1025,S9602,83893,2025-06-30 15:27:33,BANCOLOMBIA,APPROVED
1005935,1042,Comercio_1042,G4741,51412,2025-07-05 07:54:09,CARD,APPROVED
1005936,1001,Comercio_1001,G4711,13589,2025-07-06 15:07:03,CARD,APPROVED
1005937,1030,Comercio_1030,G4791,45339,2025-03-19 02:20:32,CASH,APPROVED
1005938,1010,Comercio_1010,G4751,220140,2025-04-18 11:44:16,NEQUI,APPROVED
1005939,1034,Comercio_1034,G4791,153260,2025-07-11 05:56:01,CARD,APPROVED
1005940,1014,Comercio_1014,G4751,507000,2025-02-24 02:44:49,NEQUI,APPROVED
1005941,1008,Comercio_1008,I5610,22411,2025-04-14 04:34:50,BANCOLOMBIA,APPROVED
1005942,1047,Comercio_1047,G4761,56828,2025-05-11 20:38:56,NEQUI,APPROVED
1005943,1025,Comercio_1025,S9602,43030,2025-07-22 19:56:43,BANCOLOMBIA,APPROVED
1005944,1034,Comercio_1034,G4791,46519,2025-05-23 07:40:36,BANCOLOMBIA,APPROVED
1005945,1018,Comercio_1018,G4773,34353,2025-08-09 19:18:39,CASH,APPROVED
1005946,1040,Comercio_1040,G4741,90177,2025-06-25 05:46:27,NEQUI,APPROVED
1005947,1009,Comercio_1009,I5610,106509,2025-07-08 19:16:24,NEQUI,APPROVED
1005948,1019,Comercio_1019,G4773,84217,2025-07-11 18:26:17,CASH,APPROVED
1005949,1043,Comercio_1043,G4741,66529,2025-07-16 10:30:10,NEQUI,APPROVED
1005950,1046,Comercio_1046,G4761,46058,2025-03-26 16:59:54,,APPROVED
1005951,1041,Comercio_1041,G4741,73169,2025-07-25 17:36:12,PSE,APPROVED
1005952,1023,Comercio_1023,R9311,37714,2025-06-30 00:49:59,CASH,DECLINED
1005953,1000,Comercio_1000,G4711,46056,2025-06-10 13:29:29,CASH,APPROVED
1005954,1035,Comercio_1035,H4922,20873,2025-07-24 19:16:30,BANCOLOMBIA,APPROVED
1005955,1035,Comercio_1035,H4922,42649,2025-05-11 08:23:11,NEQUI,DECLINED
1005956,1009,Comercio_1009,I5610,43803,2025-05-19 17:26:16,CARD,APPROVED
1005957,1007,Comercio_1007,I5610,37052,2025-04-18 10:18:13,,DECLINED
1005958,1002,Comercio_1002,G4711,35752,2025-07-31 20:03:28,NEQUI,APPROVED
1005959,1000,Comercio_1000,G4711,24913,2025-04-10 16:11:32,CASH,APPROVED
1005960,1036,Comercio_1036,H4922,16845,2025-06-03 13:31:41,NEQUI,APPROVED
1005961,1038,Comercio_1038,H4922,21746,2025-07-10 04:58:17,BANCOLOMBIA,APPROVED
1005962,1025,Comercio_1025,S9602,34756,2025-06-11 06:19:51,NEQUI,DECLINED
1005963,1034,Comercio_1034,G4791,119155,2025-05-03 18:03:22,BANCOLOMBIA,APPROVED
1005964,1035,Comercio_1035,H4922,6928,2025-03-24 22:28:15,BANCOLOMBIA,APPROVED
1005965,1005,Comercio_1005,I5610,46493,2025-07-06 12:22:46,CARD,APPROVED
1005966,1019,Comercio_1019,G4773,59628,2025-05-05 11:25:07,CASH,APPROVED
1005967,1013,Comercio_1013,G4751,174352,2025-02-20 16:21:47,CARD,DECLINED
1005968,1047,Comercio_1047,G4761,57157,2025-04-05 13:32:59,PSE,APPROVED
1005969,1047,Comercio_1047,G4761,18041,2025-06-15 13:49:13,CARD,APPROVED
1005970,1046,Comercio_1046,G4761,48232,2025-03-27 11:09:22,CARD,APPROVED
1005971,1022,Comercio_1022,R9311,61369,2025-06-13 22:14:44,CARD,APPROVED
1005972,1013,Comercio_1013,G4751,385307,2025-08-13 12:39:37,,APPROVED
1005973,1026,Comercio_1026,S9602,27774,2025-03-25 14:59:39,CARD,APPROVED
1005974,1041,Comercio_1041,G4741,146681,2025-06-11 04:22:11,,APPROVED
1005975,1032,Comercio_1032,G4791,74025,2025-04-26 11:57:52,CASH,APPROVED
1005976,1009,Comercio_1009,I5610,39673,2025-02-26 04:29:58,NEQUI,APPROVED
1005977,1010,Comercio_1010,G4751,121331,2025-05-18 01:51:44,NEQUI,DECLINED
1005978,1011,Comercio_1011,G4751,380813,2025-04-03 03:05:23,BANCOLOMBIA,APPROVED
1005979,1014,Comercio_1014,G4751,318615,2025-06-13 16:23:01,PSE,APPROVED
1005980,1039,Comercio_1039,H4922,59010,2025-05-20 03:27:12,PSE,APPROVED
1005981,1016,Comercio_1016,G4773,28147,2025-05-27 13:46:19,BANCOLOMBIA,DECLINED
1005982,1012,Comercio_1012,G4751,189954,2025-08-12 21:33:39,CASH,REFUNDED
1005983,1007,Comercio_1007,I5610,42284,2025-07-23 08:00:03,CARD,APPROVED
1005984,1011,Comercio_1011,G4751,247609,2025-07-09 21:33:00,CARD,APPROVED
1005985,1042,Comercio_1042,G4741,63144,2025-03-18 18:19:25,CARD,APPROVED
1005986,1036,Comercio_1036,H4922,39474,2025-05-10 09:47:07,NEQUI,APPROVED
1005987,1003,Comercio_1003,G4711,36170,2025-02-23 20:43:23,CASH,APPROVED
1005988,1048,Comercio_1048,G4761,27856,2025-07-16 17:39:35,NEQUI,APPROVED
1005989,1035,Comercio_1035,H4922,33451,2025-06-07 11:27:31,BANCOLOMBIA,APPROVED
1005990,1029,Comercio_1029,S9602,20115,2025-07-03 10:49:19,CARD,APPROVED
1005991,1041,Comercio_1041,G4741,232314,2025-06-07 16:47:42,BANCOLOMBIA,APPROVED
1005992,1035,Comercio_1035,H4922,16046,2025-04-25 04:13:06,BANCOLOMBIA,APPROVED
1005993,1004,Comercio_1004,G4711,40852,2025-07-01 20:37:45,PSE,APPROVED
1005994,1018,Comercio_1018,G4773,66248,2025-03-20 00:34:14,CASH,APPROVED
1005995,1042,Comercio_1042,G4741,57705,2025-03-11 11:28:52,CARD,APPROVED
1005996,1004,Comercio_1004,G4711,33650,2025-06-09 17:17:05,CARD,APPROVED
1005997,1016,Comercio_1016,G4773,53539,2025-08-06 04:05:23,PSE,DECLINED
1005998,1006,Comercio_1006,I5610,32744,2025-06-23 02:50:52,NEQUI,APPROVED
1005999,1012,Comercio_1012,G4751,469918,2025-03-30 15:07:46,CASH,APPROVED
1006000,1046,Comercio_1046,G4761,78712,2025-04-26 06:32:40,NEQUI,APPROVED
1006001,1037,Comercio_1037,H4922,15650,2025-04-04 15:20:52,,APPROVED
1006002,1031,Comercio_1031,G4791,66051,2025-05-08 21:57:42,NEQUI,APPROVED
1006003,1021,Comercio_1021,R9311,34444,2025-07-07 08:35:45,CARD,APPROVED
1006004,1022,Comercio_1022,R9311,25841,2025-04-22 02:11:01,NEQUI,REFUNDED
1006005,1008,Comercio_1008,I5610,25164,2025-02-22 22:12:34,,APPROVED
1006006,1042,Comercio_1042,G4741,79685,2025-02-26 18:35:03,BANCOLOMBIA,APPROVED
1006007,1041,Comercio_1041,G4741,86938,2025-03-10 02:32:30,NEQUI,APPROVED
1006008,1015,Comercio_1015,G4773,85064,2025-05-28 09:17:52,NEQUI,APPROVED
1006009,1006,Comercio_1006,I5610,50845,2025-05-15 14:03:26,NEQUI,APPROVED
1006010,1018,Comercio_1018,G4773,126114,2025-07-16 08:16:35,CASH,APPROVED
1006011,1039,Comercio_1039,H4922,15384,2025-06-20 03:27:37,,APPROVED
1006012,1004,Comercio_1004,G4711,141502,2025-02-25 12:55:00,NEQUI,APPROVED
1006013,1012,Comercio_1012,G4751,335519,2025-06-16 12:31:07,CASH,APPROVED
1006014,1020,Comercio_1020,R9311,209809,2025-02-25 02:38:35,PSE,APPROVED
1006015,1031,Comercio_1031,G4791,92700,2025-06-06 17:00:48,NEQUI,APPROVED
1006016,1028,Comercio_1028,S9602,39599,2025-08-04 01:49:56,CARD,APPROVED
1006017,1021,Comercio_1021,R9311,82049,2025-03-13 02:11:09,CARD,APPROVED
1006018,1039,Comercio_1039,H4922,15715,2025-08-05 03:25:53,CASH,APPROVED
1006019,1042,Comercio_1042,G4741,57981,2025-04-04 20:57:56,CARD,APPROVED
1006020,1019,Comercio_1019,G4773,89313,2025-08-10 13:28:14,CASH,APPROVED
1006021,1044,Comercio_1044,G4741,69832,2025-02-25 19:35:54,CARD,APPROVED
1006022,1037,Comercio_1037,H4922,13182,2025-04-13 11:22:17,CASH,APPROVED
1006023,1009,Comercio_1009,I5610,30348,2025-07-25 09:36:13,NEQUI,APPROVED
1006024,1036,Comercio_1036,H4922,20292,2025-03-31 23:09:31,PSE,APPROVED
1006025,1036,Comercio_1036,H4922,51304,2025-03-29 05:45:36,NEQUI,APPROVED
1006026,1023,Comercio_1023,R9311,54278,2025-03-21 22:32:11,CASH,APPROVED
1006027,1020,Comercio_1020,R9311,64544,2025-06-28 20:58:13,CASH,APPROVED
1006028,1027,Comercio_1027,S9602,30617,2025-06-15 19:53:25,BANCOLOMBIA,APPROVED
1006029,1010,Comercio_1010,G4751,109107,2025-08-03 15:30:32,NEQUI,DECLINED
1006030,1000,Comercio_1000,G4711,26239,2025-04-04 08:36:58,CASH,APPROVED
1006031,1020,Comercio_1020,R9311,144425,2025-03-14 12:42:02,NEQUI,APPROVED
1006032,1015,Comercio_1015,G4773,33483,2025-07-09 09:59:50,NEQUI,APPROVED
1006033,1014,Comercio_1014,G4751,225947,2025-04-30 21:08:33,NEQUI,APPROVED
1006034,1045,Comercio_1045,G4761,15111,2025-02-22 02:09:28,BANCOLOMBIA,APPROVED
1006035,1047,Comercio_1047,G4761,27085,2025-04-07 21:00:43,CARD,APPROVED
1006036,1041,Comercio_1041,G4741,57677,2025-04-15 00:31:39,,APPROVED
1006037,1027,Comercio_1027,S9602,45534,2025-07-21 03:50:19,BANCOLOMBIA,APPROVED
1006038,1017,Comercio_1017,G4773,49929,2025-08-02 19:09:08,,APPROVED
1006039,1023,Comercio_1023,R9311,75235,2025-08-07 14:56:35,NEQUI,APPROVED
1006040,1008,Comercio_1008,I5610,93746,2025-04-22 17:42:06,PSE,APPROVED
1006041,1043,Comercio_1043,G4741,124807,2025-04-08 14:25:53,PSE,APPROVED
1006042,1046,Comercio_1046,G4761,31026,2025-06-11 06:09:25,NEQUI,APPROVED
1006043,1021,Comercio_1021,R9311,78136,2025-03-29 03:31:33,CARD,APPROVED
1006044,1030,Comercio_1030,G4791,81629,2025-03-30 01:19:13,CASH,APPROVED
1006045,1029,Comercio_1029,S9602,31503,2025-07-25 12:46:23,NEQUI,APPROVED
1006046,1028,Comercio_1028,S9602,24829,2025-05-04 10:33:35,,APPROVED
1006047,1022,Comercio_1022,R9311,64971,2025-05-12 02:32:19,CASH,APPROVED
1006048,1049,Comercio_1049,G4761,33878,2025-06-11 10:21:26,BANCOLOMBIA,APPROVED
1006049,1019,Comercio_1019,G4773,47627,2025-06-19 05:37:37,CASH,APPROVED
1006050,1031,Comercio_1031,G4791,89806,2025-04-12 09:33:14,NEQUI,APPROVED
1006051,1035,Comercio_1035,H4922,42767,2025-06-27 08:23:55,BANCOLOMBIA,APPROVED
1006052,1006,Comercio_1006,I5610,27583,2025-07-24 04:55:50,NEQUI,APPROVED
1006053,1011,Comercio_1011,G4751,113808,2025-06-05 15:18:41,BANCOLOMBIA,APPROVED
1006054,1041,Comercio_1041,G4741,65413,2025-06-16 13:41:27,CASH,APPROVED
1006055,1038,Comercio_1038,H4922,26208,2025-07-16 06:23:57,BANCOLOMBIA,APPROVED
1006056,1005,Comercio_1005,I5610,71799,2025-07-09 03:58:57,BANCOLOMBIA,DECLINED
1006057,1017,Comercio_1017,G4773,70617,2025-02-25 23:57:36,NEQUI,DECLINED
1006058,1008,Comercio_1008,I5610,37082,2025-07-10 12:03:56,,APPROVED
1006059,1034,Comercio_1034,G4791,41523,2025-07-10 08:23:37,,APPROVED
1006060,1012,Comercio_1012,G4751,187081,2025-03-14 15:43:24,CARD,APPROVED
1006061,1016,Comercio_1016,G4773,68165,2025-05-14 18:08:24,,APPROVED
1006062,1046,Comercio_1046,G4761,36713,2025-06-23 01:05:50,CARD,APPROVED
1006063,1040,Comercio_1040,G4741,81831,2025-03-23 11:42:15,NEQUI,APPROVED
1006064,1004,Comercio_1004,G4711,67994,2025-08-03 10:02:00,PSE,APPROVED
1006065,1046,Comercio_1046,G4761,44853,2025-05-05 00:34:41,PSE,APPROVED
1006066,1004,Comercio_1004,G4711,15673,2025-04-21 16:46:05,PSE,APPROVED
1006067,1001,Comercio_1001,G4711,36535,2025-05-03 13:44:10,BANCOLOMBIA,APPROVED
1006068,1032,Comercio_1032,G4791,94062,2025-06-30 03:43:52,CASH,APPROVED
1006069,1040,Comercio_1040,G4741,88025,2025-04-05 17:54:48,BANCOLOMBIA,REFUNDED
1006070,1001,Comercio_1001,G4711,35071,2025-03-20 02:49:25,,APPROVED
1006071,1037,Comercio_1037,H4922,19439,2025-07-09 13:37:32,,APPROVED
1006072,1037,Comercio_1037,H4922,19634,2025-03-09 06:40:43,PSE,APPROVED
1006073,1025,Comercio_1025,S9602,67461,2025-05-12 15:03:30,PSE,APPROVED
1006074,1049,Comercio_1049,G4761,15977,2025-08-02 13:18:32,BANCOLOMBIA,APPROVED
1006075,1037,Comercio_1037,H4922,8025,2025-07-28 11:30:29,NEQUI,APPROVED
1006076,1013,Comercio_1013,G4751,198988,2025-03-03 12:47:52,CASH,APPROVED
1006077,1002,Comercio_1002,G4711,19808,2025-05-19 20:41:48,CARD,APPROVED
1006078,1035,Comercio_1035,H4922,22640,2025-03-06 16:25:05,BANCOLOMBIA,APPROVED
1006079,1016,Comercio_1016,G4773,43764,2025-06-20 23:30:23,BANCOLOMBIA,APPROVED
1006080,1034,Comercio_1034,G4791,50820,2025-03-23 03:40:33,PSE,APPROVED
1006081,1034,Comercio_1034,G4791,62932,2025-05-19 18:35:11,CASH,APPROVED
1006082,1030,Comercio_1030,G4791,23141,2025-04-27 18:39:56,BANCOLOMBIA,APPROVED
1006083,1041,Comercio_1041,G4741,57461,2025-07-06 17:15:18,NEQUI,APPROVED
1006084,1049,Comercio_1049,G4761,24014,2025-07-20 23:06:51,BANCOLOMBIA,APPROVED
1006085,1009,Comercio_1009,I5610,14651,2025-05-10 04:32:32,NEQUI,APPROVED
1006086,1023,Comercio_1023,R9311,26742,2025-06-27 01:35:02,,APPROVED
1006087,1025,Comercio_1025,S9602,58795,2025-04-05 08:00:27,BANCOLOMBIA,APPROVED
1006088,1014,Comercio_1014,G4751,182028,2025-06-04 09:43:23,CASH,APPROVED
1006089,1049,Comercio_1049,G4761,28964,2025-08-13 10:29:12,BANCOLOMBIA,APPROVED
1006090,1037,Comercio_1037,H4922,39993,2025-04-05 13:37:39,NEQUI,APPROVED
1006091,1046,Comercio_1046,G4761,50376,2025-05-11 00:15:13,CARD,APPROVED
1006092,1018,Comercio_1018,G4773,65358,2025-06-17 21:33:09,CASH,APPROVED
1006093,1008,Comercio_1008,I5610,82427,2025-03-31 12:41:20,PSE,APPROVED
1006094,1029,Comercio_1029,S9602,63855,2025-06-06 11:39:58,PSE,DECLINED
1006095,1032,Comercio_1032,G4791,181390,2025-02-28 02:59:28,CARD,APPROVED
1006096,1032,Comercio_1032,G4791,125376,2025-08-10 05:49:49,CASH,APPROVED
1006097,1005,Comercio_1005,I5610,27508,2025-03-04 06:27:47,BANCOLOMBIA,REFUNDED
1006098,1025,Comercio_1025,S9602,46520,2025-05-02 08:35:17,CARD,APPROVED
1006099,1023,Comercio_1023,R9311,87189,2025-06-23 20:10:21,CASH,APPROVED
1006100,1032,Comercio_1032,G4791,163561,2025-05-30 04:58:03,BANCOLOMBIA,APPROVED
1006101,1000,Comercio_1000,G4711,57966,2025-08-13 13:57:21,CASH,APPROVED
1006102,1042,Comercio_1042,G4741,167195,2025-02-15 22:52:41,CASH,APPROVED
1006103,1015,Comercio_1015,G4773,176260,2025-07-06 03:02:22,NEQUI,APPROVED
1006104,1039,Comercio_1039,H4922,46438,2025-05-11 22:17:59,CARD,APPROVED
1006105,1043,Comercio_1043,G4741,17461,2025-06-26 08:39:01,NEQUI,DECLINED
1006106,1010,Comercio_1010,G4751,283302,2025-07-10 10:50:32,NEQUI,APPROVED
1006107,1048,Comercio_1048,G4761,24450,2025-05-15 11:06:39,CASH,DECLINED
1006108,1032,Comercio_1032,G4791,276623,2025-02-24 16:46:47,,APPROVED
1006109,1008,Comercio_1008,I5610,47395,2025-08-11 19:15:39,PSE,APPROVED
1006110,1028,Comercio_1028,S9602,49639,2025-08-05 14:15:43,CASH,APPROVED
1006111,1010,Comercio_1010,G4751,87681,2025-03-06 13:49:53,NEQUI,APPROVED
1006112,1011,Comercio_1011,G4751,289020,2025-04-05 14:40:34,PSE,APPROVED
1006113,1036,Comercio_1036,H4922,29506,2025-02-15 16:09:41,CARD,APPROVED
1006114,1036,Comercio_1036,H4922,17254,2025-03-27 05:04:01,NEQUI,APPROVED
1006115,1042,Comercio_1042,G4741,19842,2025-04-03 17:06:49,CARD,APPROVED
1006116,1009,Comercio_1009,I5610,49143,2025-04-02 01:08:59,NEQUI,APPROVED
1006117,1047,Comercio_1047,G4761,40201,2025-03-02 23:54:40,PSE,DECLINED
1006118,1046,Comercio_1046,G4761,42428,2025-07-13 02:54:46,NEQUI,DECLINED
1006119,1030,Comercio_1030,G4791,69321,2025-03-21 19:50:24,BANCOLOMBIA,APPROVED
1006120,1022,Comercio_1022,R9311,39221,2025-04-25 11:21:42,CARD,APPROVED
1006121,1002,Comercio_1002,G4711,34958,2025-05-28 07:50:15,PSE,APPROVED
1006122,1014,Comercio_1014,G4751,285473,2025-03-30 08:34:51,NEQUI,APPROVED
1006123,1048,Comercio_1048,G4761,16809,2025-06-16 22:05:15,NEQUI,DECLINED
1006124,1031,Comercio_1031,G4791,92813,2025-06-24 03:22:11,NEQUI,APPROVED
1006125,1014,Comercio_1014,G4751,311840,2025-07-14 08:14:12,NEQUI,APPROVED
1006126,1004,Comercio_1004,G4711,36781,2025-05-03 07:09:11,PSE,APPROVED
1006127,1016,Comercio_1016,G4773,90770,2025-05-07 07:13:04,CARD,APPROVED
1006128,1023,Comercio_1023,R9311,201401,2025-03-23 00:16:20,,APPROVED
1006129,1014,Comercio_1014,G4751,203628,2025-03-04 11:21:59,NEQUI,APPROVED
1006130,1002,Comercio_1002,G4711,16127,2025-07-23 11:22:47,NEQUI,APPROVED
1006131,1042,Comercio_1042,G4741,79196,2025-08-04 01:47:41,CARD,APPROVED
1006132,1013,Comercio_1013,G4751,122276,2025-06-14 09:55:45,CASH,REFUNDED
1006133,1033,Comercio_1033,G4791,75293,2025-05-11 12:40:32,NEQUI,APPROVED
1006134,1023,Comercio_1023,R9311,73069,2025-04-18 23:40:05,BANCOLOMBIA,DECLINED
1006135,1024,Comercio_1024,R9311,77031,2025-08-08 11:33:40,NEQUI,APPROVED
1006136,1030,Comercio_1030,G4791,203113,2025-08-03 11:21:23,PSE,APPROVED
1006137,1029,Comercio_1029,S9602,21583,2025-05-09 02:59:22,CARD,APPROVED
1006138,1002,Comercio_1002,G4711,41313,2025-05-18 22:01:57,,APPROVED
1006139,1002,Comercio_1002,G4711,16867,2025-05-25 22:04:43,PSE,APPROVED
1006140,1041,Comercio_1041,G4741,184212,2025-06-13 19:53:31,BANCOLOMBIA,APPROVED
1006141,1020,Comercio_1020,R9311,141239,2025-06-19 15:42:58,NEQUI,DECLINED
1006142,1006,Comercio_1006,I5610,12593,2025-07-04 21:55:24,NEQUI,APPROVED
1006143,1045,Comercio_1045,G4761,30871,2025-03-21 01:54:29,BANCOLOMBIA,APPROVED
1006144,1033,Comercio_1033,G4791,83749,2025-05-26 23:41:51,NEQUI,APPROVED
1006145,1040,Comercio_1040,G4741,65612,2025-06-02 12:08:52,BANCOLOMBIA,APPROVED
1006146,1017,Comercio_1017,G4773,57620,2025-07-23 13:48:26,NEQUI,APPROVED
1006147,1047,Comercio_1047,G4761,44353,2025-05-24 16:43:49,NEQUI,APPROVED
1006148,1016,Comercio_1016,G4773,40113,2025-04-28 07:36:43,NEQUI,DECLINED
1006149,1037,Comercio_1037,H4922,18803,2025-03-12 04:40:18,CARD,APPROVED
1006150,1034,Comercio_1034,G4791,72292,2025-04-13 11:23:52,,APPROVED
1006151,1036,Comercio_1036,H4922,13162,2025-04-08 00:52:09,CARD,APPROVED
1006152,1011,Comercio_1011,G4751,382440,2025-03-25 13:15:40,,APPROVED
1006153,1024,Comercio_1024,R9311,43328,2025-04-11 17:37:24,NEQUI,REFUNDED
1006154,1041,Comercio_1041,G4741,40045,2025-03-08 07:03:08,NEQUI,APPROVED
1006155,1024,Comercio_1024,R9311,107006,2025-06-28 14:44:55,NEQUI,APPROVED
1006156,1023,Comercio_1023,R9311,156994,2025-02-25 16:44:18,NEQUI,APPROVED
1006157,1037,Comercio_1037,H4922,14104,2025-02-28 13:55:56,PSE,APPROVED
1006158,1041,Comercio_1041,G4741,219263,2025-06-24 05:38:50,BANCOLOMBIA,APPROVED
1006159,1004,Comercio_1004,G4711,33365,2025-04-11 00:20:49,CARD,APPROVED
1006160,1033,Comercio_1033,G4791,182377,2025-08-06 05:50:49,NEQUI,DECLINED
1006161,1016,Comercio_1016,G4773,51492,2025-05-01 18:19:03,PSE,APPROVED
1006162,1024,Comercio_1024,R9311,32949,2025-08-01 01:25:39,PSE,APPROVED
1006163,1014,Comercio_1014,G4751,187938,2025-07-02 07:22:22,NEQUI,APPROVED
1006164,1033,Comercio_1033,G4791,127471,2025-06-03 07:33:06,NEQUI,APPROVED
1006165,1025,Comercio_1025,S9602,51047,2025-04-01 00:41:38,BANCOLOMBIA,APPROVED
1006166,1022,Comercio_1022,R9311,21223,2025-05-28 17:51:52,NEQUI,APPROVED
1006167,1022,Comercio_1022,R9311,58568,2025-05-27 04:08:05,CARD,APPROVED
1006168,1031,Comercio_1031,G4791,104015,2025-06-07 03:32:02,NEQUI,APPROVED
1006169,1030,Comercio_1030,G4791,179747,2025-04-12 04:47:06,PSE,APPROVED
1006170,1038,Comercio_1038,H4922,17063,2025-05-05 04:53:15,BANCOLOMBIA,APPROVED
1006171,1000,Comercio_1000,G4711,38407,2025-03-08 12:10:23,CASH,DECLINED
1006172,1032,Comercio_1032,G4791,56594,2025-08-03 22:16:12,BANCOLOMBIA,DECLINED
1006173,1008,Comercio_1008,I5610,48933,2025-06-01 11:35:12,CARD,APPROVED
1006174,1028,Comercio_1028,S9602,31847,2025-05-19 11:29:06,CARD,APPROVED
1006175,1010,Comercio_1010,G4751,217445,2025-05-10 23:10:37,NEQUI,APPROVED
1006176,1014,Comercio_1014,G4751,298263,2025-05-17 13:15:38,CARD,APPROVED
1006177,1004,Comercio_1004,G4711,17119,2025-04-29 04:14:45,NEQUI,APPROVED
1006178,1032,Comercio_1032,G4791,173551,2025-05-25 15:03:46,CASH,APPROVED
1006179,1041,Comercio_1041,G4741,100495,2025-06-16 01:35:32,CASH,APPROVED
1006180,1017,Comercio_1017,G4773,22578,2025-04-24 00:06:34,PSE,APPROVED
1006181,1013,Comercio_1013,G4751,588040,2025-06-07 04:42:18,BANCOLOMBIA,APPROVED
1006182,1009,Comercio_1009,I5610,59154,2025-07-21 00:35:47,NEQUI,APPROVED
1006183,1011,Comercio_1011,G4751,438425,2025-04-21 15:24:44,CASH,APPROVED
1006184,1010,Comercio_1010,G4751,70095,2025-07-27 12:46:06,CARD,DECLINED
1006185,1023,Comercio_1023,R9311,90047,2025-05-18 19:11:26,BANCOLOMBIA,APPROVED
1006186,1038,Comercio_1038,H4922,37030,2025-06-24 19:58:26,BANCOLOMBIA,APPROVED
1006187,1045,Comercio_1045,G4761,23823,2025-07-11 11:58:21,BANCOLOMBIA,APPROVED
1006188,1007,Comercio_1007,I5610,46660,2025-08-05 07:37:57,CARD,APPROVED
1006189,1042,Comercio_1042,G4741,105156,2025-05-29 04:31:30,CARD,APPROVED
1006190,1014,Comercio_1014,G4751,276859,2025-08-12 09:31:25,NEQUI,APPROVED
1006191,1026,Comercio_1026,S9602,16753,2025-03-18 10:25:28,NEQUI,APPROVED
1006192,1021,Comercio_1021,R9311,58281,2025-03-25 12:53:44,BANCOLOMBIA,APPROVED
1006193,1046,Comercio_1046,G4761,44242,2025-05-30 02:17:42,PSE,APPROVED
1006194,1007,Comercio_1007,I5610,47225,2025-03-05 03:42:17,CASH,APPROVED
1006195,1030,Comercio_1030,G4791,100850,2025-06-11 13:09:04,PSE,APPROVED
1006196,1043,Comercio_1043,G4741,89463,2025-02-15 12:13:31,BANCOLOMBIA,APPROVED
1006197,1030,Comercio_1030,G4791,278734,2025-07-06 17:18:17,CARD,APPROVED
1006198,1030,Comercio_1030,G4791,197503,2025-02-21 09:02:21,BANCOLOMBIA,APPROVED
1006199,1013,Comercio_1013,G4751,204587,2025-06-07 10:32:03,BANCOLOMBIA,APPROVED
1006200,1037,Comercio_1037,H4922,28638,2025-03-25 21:24:42,NEQUI,APPROVED
1006201,1010,Comercio_1010,G4751,379479,2025-08-02 13:23:40,NEQUI,APPROVED
1006202,1041,Comercio_1041,G4741,113487,2025-03-30 00:51:18,PSE,APPROVED
1006203,1026,Comercio_1026,S9602,40893,2025-06-12 05:57:16,CASH,APPROVED
1006204,1001,Comercio_1001,G4711,60296,2025-04-29 00:35:36,CARD,APPROVED
1006205,1015,Comercio_1015,G4773,29041,2025-07-16 20:25:15,CARD,APPROVED
1006206,1002,Comercio_1002,G4711,25025,2025-08-06 02:14:16,PSE,APPROVED
1006207,1008,Comercio_1008,I5610,151197,2025-03-23 18:10:01,,DECLINED
1006208,1036,Comercio_1036,H4922,18212,2025-04-29 05:37:22,CARD,APPROVED
1006209,1037,Comercio_1037,H4922,33746,2025-06-13 15:11:23,CASH,APPROVED
1006210,1010,Comercio_1010,G4751,292301,2025-05-07 00:49:14,NEQUI,APPROVED
1006211,1008,Comercio_1008,I5610,49703,2025-05-28 21:11:08,,APPROVED
